DE_load_actual_entsoe_transparency,DE_load_forecast_entsoe_transparency,DE_solar_capacity,DE_solar_generation_actual,DE_solar_profile,DE_wind_capacity,DE_wind_generation_actual,DE_wind_profile,DE_wind_offshore_capacity,DE_wind_offshore_generation_actual,DE_wind_offshore_profile,DE_wind_onshore_capacity,DE_wind_onshore_generation_actual,DE_wind_onshore_profile,DE_50hertz_load_actual_entsoe_transparency,DE_50hertz_load_forecast_entsoe_transparency,DE_50hertz_solar_generation_actual,DE_50hertz_wind_generation_actual,DE_50hertz_wind_offshore_generation_actual,DE_50hertz_wind_onshore_generation_actual,DE_LU_load_actual_entsoe_transparency,DE_LU_load_forecast_entsoe_transparency,DE_LU_solar_generation_actual,DE_LU_wind_generation_actual,DE_LU_wind_offshore_generation_actual,DE_LU_wind_onshore_generation_actual,DE_amprion_load_actual_entsoe_transparency,DE_amprion_load_forecast_entsoe_transparency,DE_amprion_solar_generation_actual,DE_amprion_wind_onshore_generation_actual,DE_tennet_load_actual_entsoe_transparency,DE_tennet_load_forecast_entsoe_transparency,DE_tennet_solar_generation_actual,DE_tennet_wind_generation_actual,DE_tennet_wind_offshore_generation_actual,DE_tennet_wind_onshore_generation_actual,DE_transnetbw_load_actual_entsoe_transparency,DE_transnetbw_load_forecast_entsoe_transparency,DE_transnetbw_solar_generation_actual,DE_transnetbw_wind_onshore_generation_actual,hour,day,month,year,lag_1_hour,rolling_24_hour_mean
44187.73,44531.42,38532.0,0.0,0.0,32225.0,1961.1200000000001,0.0609,2162.0,370.22,0.1712,30062.0,1590.9,0.0529,8325.59,8898.38,0.0,303.03,0.0,303.03,,,,,,,16551.05,16702.84,0.0,419.0,13619.93,14064.2,0.0,1201.25,370.22,831.03,5691.16,4866.0,0.0,37.84,2,14,12,2015,44117.8,49778.70729166667
58037.75,58493.5,37880.0,1111.23,0.0293,30412.0,12891.17,0.4239,2029.0,625.89,0.3085,28384.0,12265.28,0.4321,10756.7,10756.7,183.0,3593.1499999999996,25.18,3567.97,,,,,,,21547.37,21121.01,329.42,3575.0,18152.97,18812.79,428.81,5396.11,600.71,4795.4,7580.71,7803.0,170.0,326.91,18,27,7,2015,60801.19,53851.799999999996
49688.51,47622.16,42990.0,0.0,0.0,44841.0,17505.38,0.3904,3483.0,4280.06,1.2288,41358.0,13225.32,0.3198,9879.66,8017.85,0.0,5034.389999999999,39.53,4994.86,,,,,,,18535.06,18446.98,0.0,2337.0,15022.46,14519.69,0.0,9874.61,4240.53,5634.08,6251.33,6637.64,0.0,259.38,21,9,4,2018,53433.49,57095.96270833333
65634.64,62024.68,50471.0,0.0,0.0,50319.0,33355.92,0.6629,5723.0,4651.46,0.8128,44596.0,28704.46,0.6437,12455.0,11390.14,0.0,9612.189999999999,888.29,8723.9,66122.64,63013.68,0.0,33355.92,4651.46,28704.46,25109.54,24193.97,0.0,6567.0,19779.86,18154.57,0.0,16841.510000000002,3763.17,13078.34,8290.24,8286.0,0.0,335.22,20,10,12,2019,69513.33,64412.714375
68304.18,66589.61,37294.0,0.0,0.0,28038.0,3919.5699999999997,0.1398,690.0,156.41,0.2267,27348.0,3763.16,0.1376,10214.6,9626.11,0.0,832.46,1.0,831.46,,,,,,,26215.77,25801.89,0.0,1058.0,22474.18,22003.61,0.0,1876.1100000000001,155.41,1720.7,9399.63,9158.0,0.0,153.0,18,21,1,2015,70320.89,61893.92041666666
49048.02,43741.83,47578.0,0.0,0.0,48974.0,10305.32,0.2104,5051.0,2624.15,0.5195,43923.0,7681.17,0.1749,9969.2,7059.24,0.0,2288.35,322.3,1966.05,49048.02,44154.83,0.0,10305.32,2624.15,7681.17,18369.27,18457.23,0.0,704.0,14678.87,12912.52,0.0,7152.959999999999,2301.85,4851.11,6030.68,5312.84,0.0,160.01,0,4,1,2019,50699.03,60452.78697916667
40514.07,42964.55,,0.0,,,36242.799999999996,,,4138.45,,,32104.35,,7899.46,7461.01,0.0,11256.66,785.47,10471.19,40879.38,43318.55,0.0,36242.799999999996,4138.45,32104.35,15052.69,17086.77,0.0,7210.0,12514.17,13678.77,0.0,16683.47,3352.98,13330.49,5047.75,4738.0,0.0,1092.67,4,1,3,2020,40934.37,51351.47427083333
68977.64,65119.49,43989.0,20738.07,0.4714,45309.0,6380.58,0.1408,3483.0,1370.8,0.3936,41826.0,5009.78,0.1198,13251.7,10595.3,6142.0,1783.9699999999998,431.37,1352.6,,,,,,,25502.32,25054.01,4666.93,841.0,20863.06,20590.86,8029.14,3687.1099999999997,939.43,2747.68,9360.56,8879.32,1900.0,68.5,11,11,6,2018,70211.47,53846.67041666667
63911.39,61120.82,39256.0,20459.62,0.5212,35178.0,3198.02,0.0909,2419.0,856.43,0.354,32759.0,2341.59,0.0715,11852.0,10335.7,4874.0,827.12,108.73,718.39,,,,,,,23691.68,23264.7,5016.72,171.0,19923.54,19046.72,7981.9,2123.59,747.7,1375.89,8444.17,8473.7,2587.0,76.31,13,30,8,2016,64935.47,57465.338958333334
63049.56,62001.85,,21837.46,,,25682.350000000002,,,2642.11,,,23040.24,,13073.5,11983.87,6170.0,10511.49,1004.0,9507.49,63566.94,62477.85,21837.46,25682.350000000002,2642.11,23040.24,23297.11,24509.05,4460.52,4706.0,18725.08,17126.93,7743.97,10105.86,1638.11,8467.75,7953.87,8382.0,3462.97,359.0,12,30,6,2020,64305.45,54933.28625
63195.43,60309.27,39215.0,12551.89,0.3201,35088.0,288.06,0.0082,2419.0,72.51,0.03,32669.0,215.55,0.0066,11943.4,10866.8,3696.0,41.04,14.78,26.26,,,,,,,23853.42,22948.56,2834.55,70.0,19635.05,19046.43,4586.34,150.81,57.73,93.08,7763.56,7447.48,1435.0,26.21,7,19,8,2016,61756.86,55528.693645833344
51121.0,50989.71,40368.0,0.0,0.0,38105.0,3821.79,0.1003,2787.0,103.52,0.0371,35318.0,3718.27,0.1053,9661.01,9852.52,0.0,397.54999999999995,56.16,341.39,,,,,,,19242.1,19405.97,0.0,1413.0,15736.62,15435.54,0.0,1335.4499999999998,47.36,1288.09,6481.27,6295.68,0.0,675.79,3,27,3,2017,46166.17,46333.51604166667
47602.88,45241.44,40421.0,0.0,0.0,38371.0,18521.91,0.4827,2854.0,3096.11,1.0848,35517.0,15425.8,0.4343,8888.9,7562.81,0.0,8371.199999999999,310.63,8060.57,,,,,,,18419.65,18489.41,0.0,1061.0,14369.89,13697.84,0.0,8961.19,2785.48,6175.71,5924.44,5491.38,0.0,128.52,2,7,4,2017,46843.77,59722.743125
65960.19,64444.55,38371.0,4833.34,0.126,31239.0,4336.89,0.1388,2162.0,1384.32,0.6403,29076.0,2952.57,0.1015,11157.7,10501.2,692.0,585.25,138.63,446.62,,,,,,,24781.43,24314.4,991.8,837.0,21145.67,20627.95,2396.54,2903.8900000000003,1245.69,1658.2,8875.39,9001.0,753.0,10.75,12,13,10,2015,67089.39,59092.07739583334
57601.83,58182.54,38060.0,0.0,0.0,30733.0,12852.630000000001,0.4182,2113.0,1553.69,0.7353,28620.0,11298.94,0.3948,10439.3,10439.3,0.0,3498.82,95.79,3403.03,,,,,,,21858.24,21742.37,0.0,2937.0,18098.75,19159.87,0.0,6256.969999999999,1457.9,4799.07,7205.54,6841.0,0.0,159.84,19,26,8,2015,58123.97,58306.56239583334
59877.41,61476.97,38528.0,5701.76,0.148,32202.0,15634.15,0.4855,2162.0,1785.05,0.8256,30040.0,13849.1,0.461,11785.9,10349.6,1810.0,8306.970000000001,276.37,8030.6,,,,,,,22152.49,22997.32,1180.69,1123.0,18896.45,20815.05,1814.07,6070.0,1508.68,4561.32,7042.57,7315.0,897.0,134.18,10,12,12,2015,59526.08,59110.36677083333
46154.18,47144.62,46154.0,0.0,0.0,48044.0,18174.33,0.3783,4777.0,3757.09,0.7865,43267.0,14417.24,0.3332,9196.93,7345.27,0.0,6665.759999999999,594.78,6070.98,46528.54,47548.62,0.0,18174.33,3757.09,14417.24,17235.7,17442.95,0.0,3248.0,14296.76,16617.57,0.0,8006.389999999999,3162.31,4844.08,5424.79,5738.83,0.0,254.18,0,12,10,2018,46904.2,60317.31427083334
37394.63,35960.52,38367.0,0.0,0.0,31217.0,12829.81,0.411,2162.0,2162.18,1.0001,29054.0,10667.63,0.3672,6689.89,5674.63,0.0,5158.63,219.11,4939.52,,,,,,,14669.19,14840.87,0.0,1386.0,11758.76,11417.02,0.0,6135.37,1943.07,4192.3,4276.79,4028.0,0.0,149.81,0,11,10,2015,38408.05,48158.65333333333
41631.67,40902.28,43460.0,6.05,0.0001,44967.0,8471.57,0.1884,3483.0,1439.32,0.4132,41484.0,7032.25,0.1695,8883.93,6176.91,6.0,3229.37,244.71,2984.66,,,,,,,16124.26,15895.93,0.02,1463.0,11909.46,14809.04,0.03,3680.3099999999995,1194.61,2485.7,4714.02,4020.4,0.0,98.89,3,10,5,2018,41600.3,58289.231145833335
42249.35,39464.56,49338.0,0.0,0.0,49332.0,15151.45,0.3071,5231.0,1420.77,0.2716,44101.0,13730.68,0.3113,8570.2,6888.97,0.0,4784.969999999999,133.99,4650.98,42701.56,39848.56,0.0,15151.45,1420.77,13730.68,15775.07,15914.62,0.0,2619.0,12904.49,11483.46,0.0,6986.95,1286.78,5700.17,4999.59,5177.51,0.0,760.53,23,12,5,2019,43988.13,45410.44666666666
45516.02,46257.87,41239.0,7153.28,0.1735,40771.0,5619.43,0.1378,3244.0,2304.12,0.7103,37528.0,3315.31,0.0883,8362.09,9131.51,2034.0,502.52,74.7,427.82,,,,,,,17783.41,18138.7,1918.11,573.0,14142.42,13980.68,2443.17,4469.16,2229.42,2239.74,5228.1,5006.98,758.0,74.75,7,10,9,2017,42372.06,45601.521145833336
59545.0,57042.97,44890.0,823.5,0.0183,46178.0,13324.36,0.2885,3552.0,3845.86,1.0827,42625.0,9478.5,0.2224,12735.8,10193.1,176.0,3970.82,456.94,3513.88,,,,,,,21786.5,21197.24,246.9,669.0,17668.7,18331.15,271.6,8582.95,3388.92,5194.03,7354.0,7321.48,129.0,101.59,18,27,7,2018,61465.5,58717.167604166665
72185.03,70537.59,47869.0,106.19,0.0022,49003.0,28480.89,0.5812,5051.0,4739.62,0.9384,43952.0,23741.27,0.5402,14056.2,11579.0,0.0,9994.61,1018.0,8976.61,72755.45,71099.59,106.19,28480.89,4739.62,23741.27,27201.73,26177.93,43.35,3980.0,22177.78,22554.22,25.84,14081.61,3721.62,10359.99,8749.32,10226.44,37.0,424.67,15,16,1,2019,71616.01,66150.16822916667
53103.61,50129.29,40218.0,0.0,0.0,37596.0,12066.0,0.3209,2697.0,2016.21,0.7476,34899.0,10049.79,0.288,9905.71,9135.41,0.0,1425.24,0.0,1425.24,,,,,,,20766.94,20191.04,0.0,3505.0,15607.14,14367.66,0.0,6658.02,2016.21,4641.81,6823.82,6435.18,0.0,477.74,2,14,2,2017,53004.97,65474.521562500006
70596.33,67955.38,40845.0,22149.3,0.5423,39513.0,10178.08,0.2576,3090.0,2735.26,0.8852,36423.0,7442.82,0.2043,12501.4,11445.5,5537.0,546.44,11.32,535.12,,,,,,,26394.22,25928.27,5327.82,1639.0,22126.1,22109.62,8043.48,7931.450000000001,2723.94,5207.51,9574.61,8471.99,3241.0,61.19,9,22,6,2017,68598.27,58869.27322916667
51563.4,48059.63,37440.0,0.0,0.0,28514.0,4747.19,0.1665,890.0,604.16,0.6788,27624.0,4143.03,0.15,10394.4,6548.08,0.0,1572.0,30.0,1542.0,,,,,,,18895.78,18652.1,0.0,526.0,15683.18,16502.45,0.0,2636.8599999999997,574.16,2062.7,6590.04,6357.0,0.0,12.33,0,6,3,2015,52807.84,62301.13166666666
57941.21,56383.6,39026.0,665.51,0.0171,34408.0,1916.21,0.0557,2294.0,110.89,0.0483,32114.0,1805.32,0.0562,11048.6,10178.2,181.0,430.17,98.63,331.54,,,,,,,21308.94,21054.64,226.45,898.0,18120.46,17683.76,212.06,460.02,12.26,447.76,7463.21,7467.0,46.0,128.02,18,14,6,2016,60684.61,57123.28208333333
47185.78,44477.84,38830.0,0.0,0.0,33769.0,9036.53,0.2676,2219.0,1127.56,0.5081,31550.0,7908.97,0.2507,8616.57,7581.4,0.0,2864.97,293.79,2571.18,,,,,,,17659.03,17831.04,0.0,1254.0,14717.31,12875.4,0.0,4879.04,833.77,4045.27,6192.87,6190.0,0.0,38.52,22,7,4,2016,50690.11,59152.786770833336
61596.56,62731.67,,27766.5,,,8590.82,,,1050.45,,,7540.37,,11891.8,12774.11,5906.0,5012.91,828.33,4184.58,62083.02,63228.67,27766.5,8590.82,1050.45,7540.37,23259.76,24390.45,6705.01,361.0,18412.71,17426.11,10947.35,3167.91,222.12,2945.79,8032.29,8141.0,4208.14,49.0,10,19,5,2020,63348.96,53068.79697916666
61336.89,60717.77,47142.0,0.0,0.0,48734.0,4983.2,0.1023,5027.0,1984.23,0.3947,43708.0,2998.97,0.0686,12675.3,10884.4,0.0,1253.57,62.0,1191.57,61925.71,,0.0,4983.2,1984.23,2998.97,22750.04,23336.81,0.0,579.0,18087.81,18805.04,0.0,3133.3199999999997,1922.23,1211.09,7823.74,7691.52,0.0,17.31,20,14,12,2018,63932.92,65978.06229166668
69843.24,64003.99,47225.0,0.0,0.0,48802.0,26299.87,0.5389,5027.0,4961.62,0.987,43775.0,21338.25,0.4875,13638.3,11885.4,0.0,9856.43,978.71,8877.72,70295.26,64464.99,0.0,26299.87,4961.62,21338.25,25920.17,23074.27,0.0,4751.0,21463.08,20674.01,0.0,11352.3,3982.91,7369.39,8821.69,8370.31,0.0,340.14,6,19,12,2018,62131.34,65154.795312500006
66596.45,68032.0,48674.0,55.34,0.0011,49089.0,7719.68,0.1573,5081.0,2488.59,0.4898,44008.0,5231.09,0.1189,12924.5,12275.0,0.0,859.0,306.94,552.06,66933.53,68598.0,55.34,7719.68,2488.59,5231.09,25039.56,24722.1,28.64,1351.0,20479.21,22390.88,7.7,5136.17,2181.65,2954.52,8153.18,8644.02,19.0,373.51,16,15,2,2019,64167.79,63430.010833333334
51526.05,49413.97,41702.0,2725.4,0.0654,42640.0,25782.29,0.6047,3483.0,3948.05,1.1335,39157.0,21834.24,0.5576,9501.18,7991.72,380.0,8805.66,326.77,8478.89,,,,,,,19708.27,16805.01,776.81,2806.0,16946.76,19113.4,858.59,13994.79,3621.28,10373.51,5369.84,5503.84,710.0,175.84,10,25,12,2017,48937.55,44679.34135416666
60365.06,60563.19,41650.0,3115.9,0.0748,42393.0,10900.9,0.2571,3466.0,2454.91,0.7083,38926.0,8445.99,0.217,11457.6,11083.2,564.0,3178.37,93.99,3084.38,,,,,,,23314.81,22303.91,995.54,1786.0,18428.49,20172.03,1228.36,5679.29,2360.92,3318.37,7164.16,7004.05,328.0,257.24,12,16,12,2017,61621.25,58970.83010416667
48642.4,48723.5,38499.0,0.0,0.0,31928.0,25463.379999999997,0.7975,2162.0,2607.94,1.2063,29765.0,22855.44,0.7679,8425.24,7598.88,0.0,9023.51,319.45,8704.06,,,,,,,18623.98,19061.35,0.0,5544.0,15362.59,15505.27,0.0,10326.130000000001,2288.49,8037.64,6230.59,6558.0,0.0,569.74,0,1,12,2015,51608.57,63909.83875
38994.13,39394.6,38014.0,0.0,0.0,30629.0,5537.69,0.1808,2094.0,1236.2,0.5904,28534.0,4301.49,0.1507,7283.27,7283.27,0.0,1512.58,228.51,1284.07,,,,,,,15123.27,14900.66,0.0,1246.0,12108.76,12465.67,0.0,2692.3,1007.69,1684.61,4478.83,4745.0,0.0,86.81,2,17,8,2015,38122.51,43153.59541666667
64680.28,63518.85,39157.0,15653.96,0.3998,34921.0,1921.07,0.055,2375.0,26.06,0.011,32546.0,1895.01,0.0582,11595.3,10509.8,3642.0,542.3399999999999,17.78,524.56,,,,,,,23508.41,23679.12,2960.06,756.0,20360.05,19954.72,6585.9,536.11,8.28,527.83,9216.52,9375.21,2466.0,86.62,11,28,7,2016,66350.33,56381.980625
49620.65,50537.19,38721.0,0.0,0.0,33114.0,27566.15,0.8325,2181.0,2944.16,1.3499,30933.0,24621.99,0.796,8383.49,11058.8,0.0,8615.0,330.49,8284.51,,,,,,,19581.94,18830.58,0.0,5821.0,15772.39,14937.81,0.0,12675.93,2613.67,10062.26,5882.83,5710.0,0.0,454.22,5,20,2,2016,48287.34,61763.690624999996
52520.08,52526.77,39544.0,0.0,0.0,36197.0,25785.38,0.7124,2533.0,3101.48,1.2244,33664.0,22683.9,0.6738,9467.4,9401.27,0.0,10192.68,331.23,9861.45,,,,,,,20097.25,20599.36,0.0,3288.0,16521.25,16224.48,0.0,11781.95,2770.25,9011.7,6434.18,6301.66,0.0,522.75,20,20,11,2016,54768.03,49791.38260416667
62187.21,62374.11,38050.0,5072.6,0.1333,30698.0,6869.98,0.2238,2113.0,1261.07,0.5968,28585.0,5608.91,0.1962,11040.7,11040.7,757.0,2911.0499999999997,183.68,2727.37,,,,,,,23496.42,23292.96,1173.4,471.0,19596.29,20341.45,2396.2,3375.58,1077.39,2298.19,8053.8,7699.0,746.0,112.35,6,24,8,2015,59352.21,46344.08802083333
42553.52,43025.63,45830.0,0.0,0.0,47017.0,13331.869999999999,0.2836,4123.0,3288.41,0.7976,42894.0,10043.46,0.2341,8794.2,6581.7,0.0,3638.48,290.11,3348.37,,,,,,,16008.1,16236.09,0.0,1493.0,12884.06,15180.05,0.0,8079.76,2998.3,5081.46,4867.16,5027.79,0.0,120.63,3,15,9,2018,42017.27,56913.33104166666
45780.43,47112.88,37566.0,5943.49,0.1582,29172.0,2068.73,0.0709,1292.0,72.2,0.0559,27880.0,1996.53,0.0716,8030.86,7943.79,1318.0,617.54,21.52,596.02,,,,,,,17676.04,18309.16,1344.18,165.0,14781.23,15761.93,2417.31,1278.98,50.68,1228.3,5292.3,5098.0,864.0,7.21,15,26,4,2015,44063.8,42842.68802083334
65239.88,64434.06,40969.0,8563.69,0.209,39868.0,19146.17,0.4802,3133.0,3059.53,0.9765,36735.0,16086.64,0.4379,11522.0,10567.1,1093.0,2950.81,0.0,2950.81,,,,,,,25339.56,24560.17,2318.14,4672.0,19857.22,20447.23,3613.55,10615.74,3059.53,7556.21,8521.1,8859.56,1539.0,907.62,13,12,7,2017,66384.45,58598.137812500005
48586.6,48685.4,,0.0,,,2849.3,,,889.86,,,1959.44,,10067.6,10174.74,0.0,2577.46,861.0,1716.46,49168.6,49155.4,0.0,2849.3,889.86,1959.44,18274.3,17903.25,0.0,65.0,14291.33,14535.41,0.0,205.83999999999997,28.86,176.98,5953.37,6072.0,0.0,1.0,20,2,9,2020,52892.68,54905.29927083334
49246.94,51801.17,46118.0,9412.58,0.2041,47839.0,10705.95,0.2238,4583.0,1568.44,0.3422,43257.0,9137.51,0.2112,10696.2,9332.36,1743.0,6124.56,405.38,5719.18,49638.96,,9412.58,10705.95,1568.44,9137.51,17709.52,19267.04,2355.06,1369.0,15291.22,17035.59,3584.52,3128.16,1163.06,1965.1,5550.0,6166.18,1730.0,84.23,8,7,10,2018,47519.4,47194.7996875
63721.02,62049.18,,23472.94,,,2061.7799999999997,,,629.0,,,1432.78,,12553.6,12144.25,5272.0,1670.56,629.0,1041.56,64312.02,62553.18,23472.94,2061.7799999999997,629.0,1432.78,23652.27,23084.2,5827.74,49.0,19323.07,18646.73,8943.91,337.22,0.0,337.22,8192.08,8174.0,3429.29,5.0,11,2,9,2020,64667.32,55085.4553125
45823.25,39083.62,37773.0,31.35,0.0008,30026.0,1715.73,0.0571,1814.0,740.77,0.4084,28212.0,974.96,0.0346,8483.08,2165.0,8.0,167.29,30.15,137.14,,,,,,,17488.37,16591.39,18.81,333.0,14383.79,14815.23,4.54,1197.02,710.62,486.4,5468.01,5512.0,0.0,18.42,19,28,6,2015,45903.89,42013.49197916667
61505.57,62223.42,45319.0,17186.45,0.3792,46371.0,5301.62,0.1143,3704.0,758.24,0.2047,42667.0,4543.38,0.1065,12403.2,10566.0,4685.0,1817.3,157.33,1659.97,,,,,,,22924.15,24086.69,3975.09,585.0,18220.78,19259.33,6130.36,2858.49,600.91,2257.58,7957.44,8311.4,2396.0,40.83,11,15,8,2018,63172.17,55433.00854166666
71762.03,70998.78,42393.0,963.06,0.0227,43190.0,11280.279999999999,0.2612,3483.0,3581.24,1.0282,39708.0,7699.04,0.1939,13366.3,12411.7,348.0,2002.7900000000002,106.65,1896.14,,,,,,,26225.16,27681.74,227.43,1636.0,22754.17,21850.29,229.63,7600.66,3474.59,4126.07,9416.4,9055.05,158.0,40.83,7,9,2,2018,69729.5,65012.50895833334
67411.84,63656.96,38775.0,6447.22,0.1663,33445.0,15804.34,0.4725,2219.0,2244.96,1.0117,31226.0,13559.38,0.4342,12044.1,11403.9,1273.0,6775.99,212.29,6563.7,,,,,,,24682.71,24795.89,1546.73,1011.0,21662.02,18715.17,2199.49,7989.71,2032.67,5957.04,9023.01,8742.0,1428.0,27.64,13,21,3,2016,68666.68,55114.494270833326
67791.53,69177.89,37534.0,13481.17,0.3592,28951.0,4779.39,0.1651,1143.0,226.05,0.1978,27809.0,4553.34,0.1637,11254.2,10665.5,1273.0,3086.09,14.13,3071.96,,,,,,,25397.46,25891.41,3778.31,50.0,22065.95,22935.98,5051.86,1635.42,211.92,1423.5,9073.92,9685.0,3378.0,7.88,9,8,4,2015,66801.01,58356.528645833336
61179.1,58327.21,42733.0,0.0,0.0,43892.0,25965.17,0.5916,3483.0,2305.87,0.662,40410.0,23659.3,0.5855,12320.2,10822.5,0.0,10160.650000000001,549.46,9611.19,,,,,,,23085.44,21723.03,0.0,2781.0,18570.74,18698.23,0.0,12912.25,1756.41,11155.84,7202.72,7083.45,0.0,111.27,21,16,3,2018,62199.8,63684.09333333333
62050.23,61580.94,39578.0,0.0,0.0,36274.0,8959.55,0.247,2541.0,271.88,0.107,33733.0,8687.67,0.2575,11386.9,10626.1,0.0,848.4300000000001,2.95,845.48,,,,,,,23078.73,23358.92,0.0,3822.0,19360.12,19240.81,0.0,3570.58,268.93,3301.65,8224.48,8355.11,0.0,718.54,5,25,11,2016,53554.52,63445.83375
56229.96,55887.99,,1635.15,,,11782.25,,,5226.16,,,6556.09,,10787.4,11615.5,393.0,2915.83,403.72,2512.11,56725.96,56389.99,1635.15,11782.25,5226.16,6556.09,20506.61,21734.73,477.46,536.0,17838.06,15755.76,576.38,8179.42,4822.44,3356.98,7097.89,6782.0,188.31,151.0,18,3,6,2020,58315.93,53573.23270833333
71485.07,73295.02,40272.0,10569.34,0.2624,37784.0,19650.649999999998,0.5201,2715.0,1564.05,0.5761,35069.0,18086.6,0.5157,13228.8,12720.0,2039.0,8629.43,281.02,8348.41,,,,,,,26817.19,27704.05,2790.17,1965.0,22003.83,23441.34,4487.17,8577.47,1283.03,7294.44,9435.25,9429.63,1253.0,478.75,10,24,2,2017,71099.68,64308.129375
73635.42,72744.67,42247.0,6298.07,0.1491,43097.0,23090.399999999998,0.5358,3483.0,3969.19,1.1396,39615.0,19121.21,0.4827,13485.3,12633.9,2461.0,5382.96,425.09,4957.87,,,,,,,27380.64,27851.9,1218.08,4550.0,23158.08,23179.01,1871.99,12855.800000000001,3544.1,9311.7,9611.4,9079.86,747.0,301.64,10,1,2,2018,73009.85,65346.55406250001
72789.95,71884.65,42247.0,0.0,0.0,43097.0,23499.850000000002,0.5453,3483.0,3969.56,1.1397,39615.0,19530.29,0.493,13706.5,12762.4,0.0,6903.33,409.39,6493.94,,,,,,,27022.25,27437.0,0.0,2931.0,22924.55,22618.64,0.0,13234.26,3560.17,9674.09,9136.65,9066.61,0.0,431.26,18,1,2,2018,73617.13,64996.45302083334
55366.78,58259.16,,5538.93,,,6182.15,,,1399.4,,,4782.75,,11371.2,12260.55,1832.0,3805.57,973.34,2832.23,55734.78,58637.16,5538.93,6182.15,1399.4,4782.75,21084.31,22831.91,1065.31,704.0,16304.51,16714.7,2075.35,1586.58,426.06,1160.52,6606.76,6452.0,566.27,86.0,5,16,4,2020,51238.98,51361.90666666667
47112.28,48270.23,,21301.0,,,1916.03,,,1314.58,,,601.45,,9394.0,10242.91,6127.0,39.79,0.0,39.79,47441.28,48604.23,21301.0,1916.03,1314.58,601.45,18054.38,17556.23,4500.63,273.0,14473.22,14896.09,7944.01,1579.3799999999999,1314.58,264.8,5190.68,5575.0,2729.36,23.86,8,11,4,2020,45775.16,42427.21708333333
57955.07,56845.76,40227.0,0.0,0.0,37607.0,2993.38,0.0796,2697.0,117.3,0.0435,34910.0,2876.08,0.0824,10721.6,10177.3,0.0,1184.4499999999998,17.33,1167.12,,,,,,,21841.64,21872.19,0.0,355.0,17814.24,17527.86,0.0,1434.68,99.97,1334.71,7577.59,7268.41,0.0,19.25,4,15,2,2017,53798.85,64638.511354166665
43388.93,45896.43,41653.0,0.0,0.0,42399.0,13813.470000000001,0.3258,3473.0,1712.38,0.4931,38926.0,12101.09,0.3109,7488.36,8118.01,0.0,4326.25,82.45,4243.8,,,,,,,17714.68,17215.34,0.0,2555.0,12894.0,15371.96,0.0,6512.4400000000005,1629.93,4882.51,5291.89,5191.12,0.0,419.78,3,17,12,2017,43118.58,55032.4
66100.35,67327.21,46380.0,0.0,0.0,48230.0,36418.850000000006,0.7551,4902.0,4543.77,0.9269,43327.0,31875.08,0.7357,11901.5,12152.9,0.0,13517.41,432.65,13084.76,66641.05,67865.21,0.0,36418.850000000006,4543.77,31875.08,25175.86,25456.48,0.0,7985.0,20220.7,21338.64,0.0,13939.779999999999,4111.12,9828.66,8802.29,8379.19,0.0,976.66,19,30,10,2018,70628.25,62879.61656250001
63596.27,62173.47,41276.0,3.8,0.0001,40919.0,4941.3099999999995,0.1208,3250.0,2365.75,0.7279,37669.0,2575.56,0.0684,12090.1,10795.4,0.0,660.97,122.87,538.1,,,,,,,23344.45,23831.53,0.67,425.0,19949.93,19635.22,0.13,3812.51,2242.88,1569.63,8211.79,7911.32,3.0,42.83,17,19,9,2017,62201.81,57606.07770833333
67942.06,68353.72,,2583.18,,,43264.28,,,4117.74,,,39146.54,,13271.4,12524.35,691.0,15535.189999999999,1022.96,14512.23,68391.06,68810.72,2583.18,43264.28,4117.74,39146.54,25807.63,25703.88,323.8,8849.0,20250.55,21682.49,1217.4,17631.09,3094.78,14536.31,8612.48,8443.0,350.98,1249.0,6,12,3,2020,64051.55,62026.94739583333
47629.63,45253.15,40851.0,0.0,0.0,39529.0,17384.64,0.4398,3096.0,2733.24,0.8828,36432.0,14651.4,0.4022,8902.57,7707.61,0.0,3136.18,66.99,3069.19,,,,,,,18281.95,18234.84,0.0,2901.0,14247.44,13852.39,0.0,10794.32,2666.25,8128.07,6197.67,5458.31,0.0,553.14,23,22,6,2017,49746.95,59793.064895833326
59149.24,58090.83,,5799.67,,,12554.15,,,4262.85,,,8291.3,,11858.1,11447.13,1154.0,1904.87,237.0,1667.87,59410.31,58584.83,5799.67,12554.15,4262.85,8291.3,22451.48,21281.23,1447.18,2961.0,17819.75,18208.47,2315.84,7500.28,4025.85,3474.43,7019.91,7154.0,882.65,188.0,16,21,8,2020,59779.79,55599.99197916667
73558.72,69197.91,50438.0,4026.43,0.0798,50259.0,21788.39,0.4335,5723.0,4246.79,0.7421,44537.0,17541.6,0.3939,14412.0,12994.93,341.0,6574.22,632.12,5942.1,74096.91,70303.91,4026.43,21788.39,4246.79,17541.6,27568.8,27334.24,1219.04,5390.0,22225.71,19121.36,1306.39,9215.49,3614.67,5600.82,9352.21,9747.38,1160.0,608.68,12,27,11,2019,73180.84,64013.670000000006
61071.24,60351.74,45645.0,1.09,0.0,46591.0,12366.62,0.2654,3858.0,1874.35,0.4858,42733.0,10492.27,0.2455,12270.2,10460.3,0.0,5469.79,60.73,5409.06,,,,,,,22503.25,22988.35,0.61,714.0,18720.85,19233.38,0.48,6162.97,1813.62,4349.35,7576.94,7669.71,0.0,19.86,18,30,8,2018,62215.86,58887.92958333334
