DE_load_actual_entsoe_transparency,DE_load_forecast_entsoe_transparency,DE_solar_capacity,DE_solar_generation_actual,DE_solar_profile,DE_wind_capacity,DE_wind_generation_actual,DE_wind_profile,DE_wind_offshore_capacity,DE_wind_offshore_generation_actual,DE_wind_offshore_profile,DE_wind_onshore_capacity,DE_wind_onshore_generation_actual,DE_wind_onshore_profile,DE_50hertz_load_actual_entsoe_transparency,DE_50hertz_load_forecast_entsoe_transparency,DE_50hertz_solar_generation_actual,DE_50hertz_wind_generation_actual,DE_50hertz_wind_offshore_generation_actual,DE_50hertz_wind_onshore_generation_actual,DE_LU_load_actual_entsoe_transparency,DE_LU_load_forecast_entsoe_transparency,DE_LU_solar_generation_actual,DE_LU_wind_generation_actual,DE_LU_wind_offshore_generation_actual,DE_LU_wind_onshore_generation_actual,DE_amprion_load_actual_entsoe_transparency,DE_amprion_load_forecast_entsoe_transparency,DE_amprion_solar_generation_actual,DE_amprion_wind_onshore_generation_actual,DE_tennet_load_actual_entsoe_transparency,DE_tennet_load_forecast_entsoe_transparency,DE_tennet_solar_generation_actual,DE_tennet_wind_generation_actual,DE_tennet_wind_offshore_generation_actual,DE_tennet_wind_onshore_generation_actual,DE_transnetbw_load_actual_entsoe_transparency,DE_transnetbw_load_forecast_entsoe_transparency,DE_transnetbw_solar_generation_actual,DE_transnetbw_wind_onshore_generation_actual,hour,day,month,year,lag_1_hour,rolling_24_hour_mean
42520.02,40446.58,49368.0,0.0,0.0,49347.0,8301.21,0.1682,5243.0,2061.17,0.3931,44105.0,6240.04,0.1415,8925.6,6927.36,0.0,3091.29,42.44,3048.85,42863.29,40849.58,0.0,8301.21,2061.17,6240.04,16502.38,15693.13,0.0,637.0,12190.79,12818.36,0.0,4545.46,2018.73,2526.73,4901.25,5007.73,0.0,27.46,2,18,5,2019,42173.94,58062.12364583334
49066.68,49295.97,,14636.25,,,7482.0,,,2580.96,,,4901.04,,9781.27,9610.85,3587.0,1591.33,0.0,1591.33,49477.68,49718.97,14636.25,7482.0,2580.96,4901.04,18516.75,17821.8,3486.47,688.0,14960.93,16007.32,5753.78,5193.67,2580.96,2612.71,5807.73,5856.0,1809.0,9.0,14,19,9,2020,48899.65,48874.25291666667
42871.98,42428.9,38428.0,0.0,0.0,31536.0,12386.03,0.3928,2162.0,1588.92,0.7349,29374.0,10797.11,0.3676,7679.03,6068.12,0.0,4459.660000000001,110.52,4349.14,,,,,,,16485.13,17000.04,0.0,1626.0,13404.33,13804.74,0.0,6155.450000000001,1478.4,4677.05,5303.49,5556.0,0.0,144.92,3,7,11,2015,42459.22,58834.22510416667
61487.66,60581.67,37827.0,2949.47,0.078,30229.0,5207.45,0.1723,1930.0,200.24,0.1038,28299.0,5007.21,0.1769,11300.2,11300.2,630.0,1668.2,41.18,1627.02,,,,,,,22893.15,21744.22,670.81,1384.0,19203.92,19180.25,1089.66,1995.46,159.06,1836.4,8090.39,8357.0,559.0,159.79,17,14,7,2015,62245.06,57359.651249999995
65506.9,64131.42,37557.0,14083.44,0.375,29105.0,4514.47,0.1551,1241.0,1025.74,0.8265,27864.0,3488.73,0.1252,11099.8,10288.2,1737.0,500.02,0.0,500.02,,,,,,,24278.2,24685.62,3380.8,753.0,21053.77,19818.6,5936.64,3256.6400000000003,1025.74,2230.9,9075.13,9339.0,3029.0,4.81,8,22,4,2015,64442.49,56502.448437499996
63382.82,62256.64,42693.0,0.0,0.0,43775.0,15354.59,0.3508,3483.0,1534.2,0.4405,40292.0,13820.39,0.343,12486.7,10072.9,0.0,6443.63,360.84,6082.79,,,,,,,23800.02,23955.2,0.0,2085.0,19072.05,20345.71,0.0,6113.49,1173.36,4940.13,8024.05,7882.83,0.0,712.47,20,13,3,2018,67230.37,63128.61677083333
41917.2,43815.05,49872.0,9.34,0.0002,49633.0,4416.389999999999,0.089,5404.0,561.0,0.1038,44230.0,3855.39,0.0872,8015.33,8838.45,9.0,876.5,48.18,828.32,42331.2,44207.05,9.34,4416.389999999999,561.0,3855.39,15453.81,16623.32,0.0,1432.0,13175.53,12942.4,0.34,1886.15,512.82,1373.33,5272.53,5410.88,0.0,221.74,3,5,8,2019,38053.0,42106.33385416667
40536.02,43217.97,37273.0,0.0,0.0,28013.0,7768.24,0.2773,679.0,455.63,0.671,27334.0,7312.61,0.2675,6188.66,6325.22,0.0,2606.11,29.0,2577.11,,,,,,,16117.32,17060.6,0.0,1476.0,12989.64,14728.15,0.0,3656.13,426.63,3229.5,5240.4,5104.0,0.0,30.0,4,18,1,2015,40440.87,50549.91625
45000.09,50559.62,42804.0,3832.1,0.0895,44244.0,1828.32,0.0413,3483.0,23.83,0.0068,40761.0,1804.49,0.0443,9449.33,9162.46,1291.0,1180.43,0.7,1179.73,,,,,,,16726.65,16864.44,671.7,159.0,13756.03,18736.47,1420.4,451.75,23.13,428.62,5068.08,5796.25,449.0,37.14,6,25,3,2018,42481.59,51131.621041666665
56732.31,54893.79,,549.53,,,20018.71,,,2578.07,,,17440.64,,12334.5,11208.84,165.0,10377.01,130.0,10247.01,57175.45,55348.79,549.53,20018.71,2578.07,17440.64,21227.47,20119.35,77.72,922.0,16660.49,17021.6,238.08,8679.7,2448.07,6231.63,6509.85,6544.0,68.73,40.0,4,27,8,2020,50689.1,57963.86729166666
43429.2,44247.61,47357.0,0.0,0.0,48880.0,34528.46,0.7064,5039.0,2719.05,0.5396,43841.0,31809.41,0.7256,8861.46,7452.92,0.0,15082.089999999998,857.88,14224.21,43749.23,,0.0,34528.46,2719.05,31809.41,16542.01,16620.66,0.0,5511.0,13135.39,14804.08,0.0,12758.8,1861.17,10897.63,4890.34,5369.95,0.0,1176.57,1,22,12,2018,45187.82,59541.603958333326
63483.01,63634.49,50070.0,9247.9,0.1847,49901.0,17944.9,0.3596,5606.0,4294.54,0.7661,44294.0,13650.36,0.3082,11993.9,12523.05,3009.0,3589.38,861.09,2728.29,64040.01,64171.49,9247.9,17944.9,4294.54,13650.36,23577.22,24294.48,2056.68,2908.0,19826.33,18324.01,3466.22,11132.57,3433.45,7699.12,8085.56,8492.95,716.0,314.95,7,5,9,2019,63698.01,56281.052291666674
61640.29,57334.0,38826.0,0.0,0.0,33743.0,18204.149999999998,0.5395,2219.0,1932.77,0.871,31524.0,16271.38,0.5162,10788.3,9639.71,0.0,5001.400000000001,202.47,4798.93,,,,,,,23616.62,22920.6,0.0,4414.0,19330.52,16868.69,0.0,8602.41,1730.3,6872.11,7904.85,7905.0,0.0,186.34,19,6,4,2016,63166.3,59332.2346875
51989.33,51896.41,42263.0,0.0,0.0,43116.0,20466.519999999997,0.4747,3483.0,1555.26,0.4465,39634.0,18911.26,0.4771,9880.91,8879.74,0.0,6547.53,389.25,6158.28,,,,,,,19854.68,19795.92,0.0,3925.0,15669.82,17051.23,0.0,9659.28,1166.01,8493.27,6583.92,6169.52,0.0,334.71,0,2,2,2018,54017.15,65133.46947916666
69233.65,66696.16,44562.0,16802.8,0.3771,46076.0,7937.0,0.1723,3486.0,1213.11,0.348,42590.0,6723.89,0.1579,14273.0,10408.6,5894.0,1968.49,144.57,1823.92,,,,,,,25301.73,25660.95,3565.8,1374.0,20735.06,21683.29,6103.0,4215.219999999999,1068.54,3146.68,8923.86,8943.32,1240.0,379.29,12,5,7,2018,70023.1,60543.94625000001
60586.29,59301.6,,14290.89,,,496.1,,,226.02,,,270.08,,11242.7,11873.1,4871.0,73.4,44.8,28.6,61061.69,59847.6,14290.89,496.1,226.02,270.08,21918.53,22910.79,2609.85,45.0,19457.22,16604.71,5548.23,365.7,181.22,184.48,7967.84,7913.0,1261.81,12.0,7,17,6,2020,59499.94,53472.81822916667
63266.46,64314.33,37444.0,557.75,0.0149,28559.0,3011.3,0.1054,919.0,23.13,0.0252,27640.0,2988.17,0.1081,10217.3,10160.2,33.0,1794.0,3.0,1791.0,,,,,,,24158.15,24267.97,202.75,103.0,20779.67,21252.16,250.0,1078.8300000000002,20.13,1058.7,8111.34,8634.0,72.0,35.47,16,11,3,2015,62014.61,59943.865208333336
40171.86,39882.61,40652.0,0.01,0.0,39057.0,4548.57,0.1165,3023.0,76.46,0.0253,36034.0,4472.11,0.1241,7379.15,6913.25,0.0,1256.68,38.66,1218.02,,,,,,,15610.32,15861.7,0.01,1139.0,12262.08,12208.08,0.0,1821.52,37.8,1783.72,4920.31,4899.58,0.0,331.37,23,21,5,2017,42045.61,43378.058854166666
45587.07,47069.68,,26193.32,,,6021.879999999999,,,1349.56,,,4672.32,,9376.13,9123.58,6387.0,3046.22,708.0,2338.22,45927.67,47428.68,26193.32,6021.879999999999,1349.56,4672.32,16475.03,17249.93,6428.18,205.0,14337.49,15127.17,9445.91,2709.66,641.56,2068.1,5398.42,5569.0,3932.23,61.0,11,12,7,2020,47097.79,41859.24052083333
42365.11,42590.33,,0.0,,,14623.980000000001,,,1700.28,,,12923.7,,8990.6,8608.31,0.0,3217.65,1.0,3216.65,42664.11,42903.33,0.0,14623.980000000001,1700.28,12923.7,15958.79,16067.64,0.0,3600.0,12770.12,13340.38,0.0,7255.889999999999,1699.28,5556.61,4645.6,4574.0,0.0,550.44,1,23,4,2020,41998.91,53476.8725
45272.05,43928.42,41417.0,0.0,0.0,41517.0,12586.439999999999,0.3032,3261.0,3000.56,0.9201,38256.0,9585.88,0.2506,8605.75,7103.11,0.0,3091.79,281.58,2810.21,,,,,,,17206.63,17785.57,0.0,2967.0,13695.82,13273.13,0.0,6412.16,2718.98,3693.18,5763.85,5766.61,0.0,115.49,0,20,10,2017,45744.12,59933.18083333334
62700.72,63118.02,38416.0,2389.73,0.0622,31422.0,2323.59,0.0739,2162.0,784.9,0.363,29260.0,1538.69,0.0526,10333.3,9716.86,380.0,240.59,68.57,172.02,,,,,,,23904.58,23668.94,618.89,493.0,19777.31,21059.22,1061.84,1524.51,716.33,808.18,8685.53,8673.0,329.0,65.49,14,30,10,2015,63462.98,59102.731250000004
45716.87,43522.65,38403.0,0.0,0.0,31377.0,8753.91,0.279,2162.0,1373.41,0.6352,29215.0,7380.5,0.2526,7973.13,6718.21,0.0,3077.96,62.33,3015.63,,,,,,,17225.43,17229.39,0.0,1008.0,14534.03,13679.05,0.0,4584.77,1311.08,3273.69,5984.28,5896.0,0.0,83.18,0,27,10,2015,47207.7,57947.3628125
52884.83,51654.62,,4007.78,,,32391.260000000002,,,5568.38,,,26822.88,,10839.2,9737.21,1274.0,9966.349999999999,1036.47,8929.88,53228.83,52019.62,4007.78,32391.260000000002,5568.38,26822.88,19919.15,19640.39,543.56,6186.0,15695.63,15918.02,1534.8,15920.8,4531.91,11388.89,6430.85,6359.0,655.42,318.11,8,12,1,2020,50027.94,52562.994166666664
45543.27,46905.39,49971.0,22664.42,0.4536,49812.0,2531.98,0.0508,5559.0,534.69,0.0962,44253.0,1997.29,0.0451,9061.33,9094.53,6157.0,1745.9,245.49,1500.41,45912.27,47275.39,22664.42,2531.98,534.69,1997.29,17915.64,17309.17,4957.76,40.0,13863.82,15765.27,8441.66,742.0,289.2,452.8,4702.48,4736.42,3108.0,4.08,12,25,8,2019,46452.13,43333.519374999996
51502.37,51080.8,38359.0,0.0,0.0,31150.0,6332.889999999999,0.2033,2147.0,130.44,0.0608,29003.0,6202.45,0.2139,8938.96,8025.55,0.0,1795.78,50.71,1745.07,,,,,,,19522.26,19500.59,0.0,1795.0,16493.8,16921.66,0.0,2493.55,79.73,2413.82,6547.35,6633.0,0.0,248.56,20,2,10,2015,55452.85,55686.89427083334
63255.95,65063.22,38006.0,19080.73,0.502,30608.0,7411.42,0.2421,2077.0,1346.5,0.6483,28531.0,6064.92,0.2126,11393.6,11393.6,4787.0,4096.150000000001,245.04,3851.11,,,,,,,24099.8,23817.59,4278.21,362.0,19487.72,21077.03,7704.52,2940.8,1101.46,1839.34,8274.83,8775.0,2311.0,12.47,12,14,8,2015,65246.62,56749.2178125
60073.11,59177.57,37303.0,1992.61,0.0534,28069.0,5562.070000000001,0.1982,700.0,465.55,0.6651,27369.0,5096.52,0.1862,9539.31,8235.48,998.0,2209.72,44.0,2165.72,,,,,,,23179.5,23223.23,257.67,1172.0,19709.39,20054.86,393.94,2165.35,421.55,1743.8,7644.91,7664.0,343.0,15.0,11,24,1,2015,59704.41,57842.57822916666
60508.55,56248.55,39216.0,1419.61,0.0362,35104.0,7722.8099999999995,0.22,2419.0,1812.73,0.7494,32685.0,5910.08,0.1808,11573.6,9696.19,245.0,2286.1,20.41,2265.69,,,,,,,23081.12,21656.35,458.67,544.0,18752.19,17916.41,455.94,4869.12,1792.32,3076.8,7101.64,6979.6,260.0,23.59,17,22,8,2016,61033.86,53664.91343750001
45093.72,42954.39,41239.0,0.0,0.0,40769.0,16708.78,0.4098,3244.0,3530.25,1.0882,37525.0,13178.53,0.3512,8362.82,7719.65,0.0,4214.04,92.76,4121.28,,,,,,,17617.59,17197.8,0.0,3039.0,13717.64,12614.38,0.0,9256.29,3437.49,5818.8,5395.67,5422.56,0.0,199.45,2,8,9,2017,43368.02,56655.68333333333
66963.59,65204.22,39044.0,20138.86,0.5158,34497.0,9608.14,0.2785,2294.0,2438.48,1.063,32203.0,7169.66,0.2226,12358.5,11361.0,4865.0,441.90999999999997,27.95,413.96,,,,,,,24611.19,24088.4,4784.68,1565.0,20976.86,20697.82,7377.18,7583.26,2410.53,5172.73,9017.04,9057.0,3112.0,17.97,9,20,6,2016,65473.78,48560.24666666667
44829.41,44260.87,49685.0,0.0,0.0,49425.0,10815.109999999999,0.2188,5243.0,2606.81,0.4972,44182.0,8208.3,0.1858,9360.8,8630.81,0.0,4179.46,986.05,3193.41,45198.31,44655.87,0.0,10815.109999999999,2606.81,8208.3,16645.46,16856.08,0.0,1370.0,13501.62,13012.28,0.0,4704.56,1620.76,3083.8,5321.53,5761.7,0.0,561.09,1,4,7,2019,44960.32,58510.285104166665
67821.51,67770.27,39699.0,,,36538.0,,,2558.0,,,33980.0,,,12014.0,10871.1,119.0,6876.280000000001,314.47,6561.81,,,,,,,25076.01,25780.24,291.72,1302.0,21655.39,21906.77,346.99,6589.73,2031.85,4557.88,9076.11,9212.16,246.0,208.07,14,9,12,2016,68151.55,64482.643125
43122.22,44181.2,41472.0,0.0,0.0,41571.0,9069.83,0.2182,3266.0,1627.16,0.4982,38305.0,7442.67,0.1943,7788.96,8362.84,0.0,4191.1900000000005,114.85,4076.34,,,,,,,17261.35,17352.66,0.0,676.0,12677.84,13791.96,0.0,4134.18,1512.31,2621.87,5394.07,4673.74,0.0,68.46,4,31,10,2017,43089.66,54321.981354166666
51916.06,52171.05,38544.0,0.0,0.0,32295.0,13209.099999999999,0.409,2162.0,1791.04,0.8284,30132.0,11418.06,0.3789,9425.36,8230.4,0.0,4524.44,146.91,4377.53,,,,,,,19034.56,20043.49,0.0,2424.0,16699.0,16591.16,0.0,6044.1,1644.13,4399.97,6757.14,7306.0,0.0,216.56,22,16,12,2015,57297.93,62535.0784375
41333.12,40424.17,,0.0,,,10565.92,,,2466.94,,,8098.98,,8648.33,8064.73,0.0,3995.3199999999997,313.41,3681.91,41707.0,41129.17,0.0,10565.92,2466.94,8098.98,14878.99,15316.01,0.0,958.0,13203.17,12672.43,0.0,5488.35,2153.53,3334.82,4602.63,4371.0,0.0,124.25,6,5,1,2020,39687.17,51552.06989583333
59350.85,59003.45,39272.0,1378.3,0.0351,35209.0,2680.35,0.0761,2419.0,223.79,0.0925,32790.0,2456.56,0.0749,10919.9,10350.1,528.0,1324.1699999999998,30.09,1294.08,,,,,,,22085.6,22763.12,212.29,298.0,18660.07,18138.34,527.01,989.3399999999999,193.7,795.64,7685.28,7751.89,111.0,68.84,5,1,9,2016,53907.88,56457.52052083333
60961.28,61746.01,37978.0,11024.35,0.2903,30470.0,4264.0,0.1399,2058.0,1261.88,0.6132,28412.0,3002.12,0.1057,10688.5,10688.5,2775.0,258.0,21.0,237.0,,,,,,,22715.03,22467.52,2614.88,498.0,19277.6,20132.99,3911.47,3469.29,1240.88,2228.41,8280.15,8457.0,1723.0,38.71,6,3,8,2015,58092.71,45118.0609375
39093.69,41553.49,37634.0,0.0,0.0,29444.0,11501.83,0.3906,1469.0,938.08,0.6386,27976.0,10563.75,0.3776,6656.42,6745.64,0.0,5781.5199999999995,45.78,5735.74,,,,,,,15439.02,15370.76,0.0,920.0,12458.09,14800.09,0.0,4743.4,892.3,3851.1,4540.16,4637.0,0.0,56.91,22,16,5,2015,42439.01,45885.123437500006
63504.78,61095.44,39133.0,12747.48,0.3257,34892.0,1699.9099999999999,0.0487,2363.0,112.06,0.0474,32529.0,1587.85,0.0488,11580.4,10884.4,2424.0,828.4300000000001,82.33,746.1,,,,,,,23868.74,23427.16,3635.09,206.0,19614.55,18514.74,4534.39,577.07,29.73,547.34,8441.09,8269.14,2154.0,88.41,14,21,7,2016,64284.73,57996.316875
52134.18,53810.29,37531.0,12109.09,0.3226,28896.0,3045.5899999999997,0.1054,1094.0,227.64,0.2081,27802.0,2817.95,0.1014,8761.7,8057.11,4305.0,844.93,3.05,841.88,,,,,,,20429.45,21602.02,2485.88,1033.0,16483.36,17532.16,4683.21,1155.29,224.59,930.7,6459.67,6619.0,635.0,12.37,10,4,4,2015,51752.68,44802.394374999996
46954.6,47799.73,37248.0,3332.0,0.0895,27913.0,12585.75,0.4509,667.0,528.01,0.7916,27246.0,12057.74,0.4426,10084.57,9514.11,1470.0,4435.24,48.0,4387.24,,,,,,,16867.96,17073.25,1057.68,1462.0,14669.25,15625.37,691.32,6688.51,480.01,6208.5,5332.82,5587.0,113.0,0.0,12,1,1,2015,48395.58,
47363.92,45424.29,49132.0,0.0,0.0,49211.0,9220.16,0.1874,5147.0,876.13,0.1702,44065.0,8344.03,0.1894,9742.8,7940.13,0.0,3147.15,0.0,3147.15,47746.43,45883.29,0.0,9220.16,876.13,8344.03,17434.65,17589.68,0.0,1710.0,14254.11,14283.83,0.0,4240.72,876.13,3364.59,5932.36,5610.65,0.0,122.29,21,7,4,2019,50088.84,45416.196875
70010.06,67569.1,40247.0,404.72,0.0101,37688.0,33017.9,0.8761,2715.0,3736.39,1.3762,34973.0,29281.51,0.8373,12783.6,12005.2,44.0,12404.82,329.06,12075.76,,,,,,,26475.29,25769.82,107.9,4982.0,21814.44,20753.57,169.82,14899.53,3407.33,11492.2,8936.73,9040.51,83.0,731.55,15,20,2,2017,70873.88,59734.151562499996
67626.22,68244.41,49693.0,16566.52,0.3334,49429.0,12991.47,0.2628,5243.0,2115.82,0.4036,44186.0,10875.65,0.2461,13727.0,12902.68,3370.0,6051.889999999999,614.65,5437.24,68156.63,68810.41,16566.52,12991.47,2115.82,10875.65,24436.44,25267.79,3605.73,1151.0,20364.32,20690.88,7395.79,5747.5,1501.17,4246.33,9098.46,9383.06,2195.0,41.08,9,8,7,2019,66586.73,49448.63427083333
56035.58,55845.44,38410.0,0.0,0.0,31402.0,827.63,0.0264,2162.0,241.08,0.1115,29240.0,586.55,0.0201,9597.95,8717.91,0.0,85.37,0.0,85.37,,,,,,,21054.63,20852.22,0.0,253.0,17767.44,18635.31,0.0,471.58000000000004,241.08,230.5,7615.56,7640.0,0.0,17.68,21,29,10,2015,59364.77,59483.53416666667
60580.9,59600.14,37693.0,13533.18,0.359,29598.0,7817.92,0.2641,1549.0,590.72,0.3814,28048.0,7227.2,0.2577,10336.3,9887.05,3029.0,1858.0,2.0,1856.0,,,,,,,23027.41,23205.03,3251.48,2185.0,19145.76,18581.06,4953.7,3736.3199999999997,588.72,3147.6,8071.43,7927.0,2299.0,38.6,13,29,5,2015,62041.68,56244.61958333334
44523.28,47612.67,,0.0,,,3870.39,,,411.41,,,3458.98,,9731.2,9450.03,0.0,875.54,59.99,815.55,44904.28,48002.67,0.0,3870.39,411.41,3458.98,16663.56,17720.73,0.0,1138.0,12869.64,14341.91,0.0,1699.8500000000001,351.42,1348.43,5258.88,6100.0,0.0,157.0,2,20,3,2020,43938.71,57299.15895833333
61068.97,57804.71,49203.0,173.77,0.0035,49262.0,25466.170000000002,0.517,5177.0,4729.09,0.9135,44086.0,20737.08,0.4704,11853.9,9943.83,57.0,7116.01,517.74,6598.27,61602.95,58290.71,173.77,25466.170000000002,4729.09,20737.08,23518.26,23068.12,26.11,5795.0,18327.87,17152.91,75.66,11322.05,4211.35,7110.7,7368.94,7639.85,15.0,1233.11,18,24,4,2019,62610.31,57672.32572916666
45296.41,47378.52,50055.0,12045.39,0.2406,49865.0,8882.95,0.1781,5591.0,2077.16,0.3715,44274.0,6805.79,0.1537,8943.06,9375.7,4109.0,2228.04,434.28,1793.76,45706.41,47752.52,12045.39,8882.95,2077.16,6805.79,16904.29,17922.89,1913.46,812.0,14420.23,15144.66,4438.93,5543.5,1642.88,3900.62,5028.83,4935.27,1584.0,299.41,7,1,9,2019,43024.38,45830.32854166667
47848.99,49424.26,42930.0,13064.95,0.3043,44841.0,3111.35,0.0694,3483.0,324.94,0.0933,41358.0,2786.41,0.0674,9337.53,8359.5,2712.0,1681.8999999999999,244.82,1437.08,,,,,,,18446.84,18927.24,2841.44,779.0,14956.08,16843.4,5541.51,605.32,80.12,525.2,5108.54,5294.12,1970.0,45.13,8,2,4,2018,45504.81,44849.24635416667
52288.6,53008.12,,0.94,,,2502.02,,,731.22,,,1770.8,,10315.7,10860.86,0.0,1178.88,463.0,715.88,52784.38,53453.12,0.94,2502.02,731.22,1770.8,19691.13,20112.29,0.35,521.0,15637.05,15214.97,0.59,752.1400000000001,268.22,483.92,6644.72,6820.0,0.0,50.0,19,8,7,2020,54541.31,55022.78364583334
47749.25,48569.59,,860.35,,,12229.57,,,1691.56,,,10538.01,,9053.2,9912.87,353.0,4109.3,494.91,3614.39,48110.25,48946.59,860.35,12229.57,1691.56,10538.01,17624.18,19196.86,182.86,2455.0,15267.65,13557.86,250.34,5492.27,1196.65,4295.62,5804.22,5902.0,74.15,173.0,4,28,5,2020,43380.15,53027.605833333335
44585.04,41964.79,41317.0,0.0,0.0,41404.0,4749.64,0.1147,3256.0,1307.82,0.4017,38147.0,3441.82,0.0902,8567.46,7327.97,0.0,2083.2799999999997,166.67,1916.61,,,,,,,17118.21,17211.25,0.0,230.0,13321.06,11989.97,0.0,2425.7200000000003,1141.15,1284.57,5578.31,5435.6,0.0,10.64,1,29,9,2017,44107.77,58767.09135416666
65573.99,64862.84,49732.0,18386.83,0.3697,49453.0,402.63,0.0081,5257.0,14.46,0.0028,44196.0,388.17,0.0088,12806.5,12844.05,4221.0,255.37,2.44,252.93,66099.69,65433.84,18386.83,402.63,14.46,388.17,24378.84,24596.76,3854.54,36.0,19770.95,18792.33,7325.29,105.97,12.02,93.95,8617.7,8629.7,2986.0,5.29,8,17,7,2019,64353.59,57169.90489583334
36407.17,37608.93,,381.24,,,11459.96,,,4789.87,,,6670.09,,7755.4,7071.8,191.0,2144.65,587.34,1557.31,36806.56,37988.93,381.24,11459.96,4789.87,6670.09,14087.6,14228.36,57.96,927.0,10541.64,11577.77,107.09,7869.3099999999995,4202.53,3666.78,4022.53,4731.0,25.19,519.0,3,13,6,2020,36018.56,47805.261875000004
67995.87,66972.26,48636.0,2573.27,0.0529,49083.0,31987.54,0.6517,5081.0,4865.83,0.9577,44003.0,27121.71,0.6164,11833.8,11184.2,640.0,9098.220000000001,812.45,8285.77,68442.65,67488.26,2573.27,31987.54,4865.83,27121.71,26934.23,26435.21,432.29,7012.0,20750.53,20498.57,948.98,15617.560000000001,4053.38,11564.18,8477.31,8854.28,552.0,259.76,14,8,2,2019,68818.25,65882.05041666667
50583.89,49134.96,49893.0,0.0,0.0,49657.0,7269.1900000000005,0.1464,5428.0,2091.57,0.3853,44230.0,5177.62,0.1171,10462.5,10293.74,0.0,3529.81,975.07,2554.74,51044.89,49602.96,0.0,7269.1900000000005,2091.57,5177.62,19053.45,19290.99,0.0,176.0,15029.26,13481.98,0.0,3551.33,1116.5,2434.83,6038.68,6068.25,0.0,12.05,20,8,8,2019,54201.15,55249.914375
37308.53,38672.32,,0.0,,,17156.8,,,6186.58,,,10970.22,,7894.4,7293.05,0.0,3341.8100000000004,751.2,2590.61,37663.3,39035.32,0.0,17156.8,6186.58,10970.22,14485.48,14881.91,0.0,2461.0,10842.78,11714.36,0.0,11162.99,5435.38,5727.61,4085.87,4783.0,0.0,191.0,0,13,6,2020,37774.28,47942.72708333333
69085.5,64149.79,49129.0,14606.99,0.2973,49205.0,3554.3199999999997,0.0722,5141.0,842.18,0.1638,44065.0,2712.14,0.0615,12684.8,11095.1,6416.0,2605.77,832.17,1773.6,69622.91,64744.79,14606.99,3554.3199999999997,842.18,2712.14,26044.96,25584.31,1533.59,272.0,21030.7,19169.42,6002.4,635.71,10.01,625.7,9325.04,8300.96,655.0,40.84,10,4,4,2019,69336.55,60382.05520833333
68495.22,68106.64,37369.0,1426.72,0.0382,28285.0,863.9699999999999,0.0305,785.0,40.3,0.0513,27499.0,823.67,0.03,10193.7,10179.5,311.0,286.47,21.0,265.47,,,,,,,25779.32,25600.09,312.7,423.0,22823.39,22753.05,389.02,119.5,19.3,100.2,9698.81,9574.0,414.0,35.0,8,11,2,2015,67999.31,61905.12739583334
36456.95,37505.08,43161.0,0.0,0.0,44892.0,3839.84,0.0855,3483.0,274.32,0.0788,41409.0,3565.52,0.0861,7371.93,6674.04,0.0,769.22,0.0,769.22,,,,,,,14095.51,14585.23,0.0,1439.0,10966.76,12218.19,0.0,1508.72,274.32,1234.4,4022.75,4027.62,0.0,122.9,2,22,4,2018,36170.05,47797.14906250001
60037.55,60225.45,40421.0,0.1,0.0,38371.0,13300.91,0.3466,2854.0,1344.32,0.471,35517.0,11956.59,0.3366,11195.8,10120.0,0.0,6950.84,276.62,6674.22,,,,,,,22348.59,23371.15,0.1,656.0,18942.65,19359.01,0.0,5601.59,1067.7,4533.89,7550.51,7375.29,0.0,92.48,18,7,4,2017,60622.21,59223.40520833333
72966.01,72493.41,42224.0,350.51,0.0083,43089.0,32958.95,0.7649,3483.0,3466.6,0.9953,39606.0,29492.35,0.7446,13345.5,12374.4,43.0,9681.529999999999,393.96,9287.57,,,,,,,27857.24,27140.66,102.14,7266.0,22641.08,23867.26,156.37,15217.47,3072.64,12144.83,9122.19,9111.09,49.0,793.95,7,31,1,2018,71084.23,63929.1496875
63707.39,62215.55,50289.0,949.67,0.0189,50111.0,5825.17,0.1162,5678.0,3642.28,0.6415,44433.0,2182.89,0.0491,12445.3,12151.16,133.0,1464.8,695.55,769.25,64290.39,62792.55,949.67,5825.17,3642.28,2182.89,23347.82,24371.03,287.18,130.0,19668.82,17029.17,324.49,4186.610000000001,2946.73,1239.88,8245.45,8664.19,205.0,43.76,15,22,10,2019,63782.74,59854.95083333333
44972.62,44781.8,38462.0,0.0,0.0,31728.0,10004.72,0.3153,2162.0,671.89,0.3108,29565.0,9332.83,0.3157,8007.23,6658.88,0.0,3008.07,51.46,2956.61,,,,,,,17646.26,17464.08,0.0,2221.0,13762.15,15135.84,0.0,4638.82,620.43,4018.39,5556.98,5523.0,0.0,136.83,2,21,11,2015,45072.11,61576.22635416666
35995.02,38671.81,38870.0,0.0,0.0,33846.0,9132.82,0.2698,2219.0,1611.82,0.7264,31627.0,7521.0,0.2378,3700.01,7428.18,0.0,3769.25,190.91,3578.34,,,,,,,15275.92,15371.98,0.0,1297.0,12136.46,11221.65,0.0,3966.6000000000004,1420.91,2545.69,4882.63,4650.0,0.0,99.97,22,23,4,2016,40213.14,47756.951875
